"","Cust_ID","Dwelling","LengthRes","HomeCode","HomeValue","IncCode","AgeCode","Child0_2","Child3_5","Child6_11","Child12_16","Child17_18","FirstChannel","Email","OccupCd","Travel","CurrAff","CurrEv","Wines","FineArts","Exercise","SelfHelp","Collect","Needle","Sewing","DogOwner","CarOwner","Cooking","Pets","Fashion","Camping","Hunting","Boating"
"1137",32216971,1,20,2,188000,5,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",32218307,1,4,2,0,9,4,2,2,2,3,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",32218353,1,13,2,0,9,5,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"1153",32226763,1,20,2,0,3,6,2,2,2,2,2,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1154",32227191,1,3,2,0,1,6,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156",32231137,1,20,2,158000,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1169",32241740,1,15,2,210000,9,4,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1171",32242046,1,20,2,0,6,6,2,2,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1173",32246265,1,20,2,0,8,5,2,2,2,2,2,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"1182",32258745,1,10,2,187000,7,5,2,2,2,2,2,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
"1185",32266856,1,16,2,159000,7,3,2,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1188",32268425,1,13,2,0,6,4,2,3,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1195",32283581,1,20,2,205000,7,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"1202",32295920,1,20,2,191000,3,5,2,2,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1203",32296306,1,20,2,184000,9,5,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1213",32301602,1,20,2,0,7,4,2,2,2,2,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1216",32304361,1,20,2,258000,6,4,2,2,2,2,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1223",32310621,1,20,2,0,4,7,2,2,3,2,2,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227",32316739,1,9,2,0,9,4,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1232",32320770,1,19,2,290000,6,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238",32322507,1,13,2,220000,8,3,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1254",32337551,1,3,2,0,7,4,2,2,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1256",32340831,1,5,2,174000,9,3,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1258",32343209,1,7,2,158000,8,3,2,2,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264",32352046,1,20,2,265000,8,4,2,2,2,2,2,3,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"1266",32352492,1,8,2,261000,8,4,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1270",32353984,1,9,2,0,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1275",32357388,4,9,2,205000,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1287",32368157,1,16,2,248000,4,7,2,2,2,2,2,1,0,14,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1288",32368245,1,16,2,258000,9,5,2,2,2,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"1298",32376219,1,11,2,237000,6,5,2,2,2,2,2,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0
"1312",32400389,1,20,2,239000,9,4,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1313",32402730,1,20,2,0,4,5,2,2,2,2,2,1,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"1314",32403971,2,20,2,170000,6,4,2,2,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1319",32413103,1,9,2,0,3,3,2,2,2,2,2,1,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"1322",32418585,1,14,2,192000,8,3,2,3,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1336",32435204,1,9,2,234000,9,3,2,2,3,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1339",32440362,1,13,2,394000,7,5,2,2,2,2,2,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"1341",32442615,1,18,2,189000,6,6,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1342",32443877,1,11,2,0,4,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344",32444466,1,5,2,186000,8,5,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1353",32467355,1,10,2,189000,6,6,2,2,2,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1372",32489896,1,8,2,520000,9,5,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1376",32493240,1,12,2,226000,8,3,2,2,2,2,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1379",32496167,1,18,2,246000,5,5,2,3,2,2,2,1,0,15,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"1405",32521130,2,12,2,0,9,4,2,2,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1418",32532432,1,8,2,0,8,3,2,2,2,2,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"1421",32539115,1,20,2,0,9,6,2,2,2,2,2,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
"1428",32544040,1,20,2,315000,6,6,2,2,3,2,2,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1440",32556976,1,20,2,0,5,6,2,2,2,2,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1443",32557555,1,7,2,568000,7,5,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1451",32569409,1,14,2,523000,9,4,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1455",32573453,1,10,2,0,9,3,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459",32578926,1,20,2,0,9,6,2,2,2,2,2,1,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1469",32589104,1,20,2,358000,1,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1470",32590028,1,20,2,0,9,5,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481",32622446,1,6,2,0,9,3,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1485",32626289,1,13,2,233000,9,4,2,2,2,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"1488",32629671,1,20,2,0,1,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1512",32684053,1,20,2,0,2,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1513",32684671,1,3,2,0,9,4,2,2,2,3,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"1519",32692955,1,20,2,235000,9,5,2,2,3,3,2,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1524",32699615,1,14,2,238000,9,4,2,2,2,3,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1532",32713020,1,5,2,0,9,6,2,2,2,2,2,1,0,15,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"1533",32717714,3,19,2,0,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534",32720483,1,20,2,216000,6,5,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1536",32721024,1,6,2,0,9,5,2,2,2,2,2,1,0,6,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
"1537",32721286,1,5,2,201000,8,3,3,3,3,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1541",32725204,1,20,2,0,9,4,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546",32731487,1,17,2,224000,3,6,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550",32738014,1,3,2,0,9,3,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1551",32738581,1,20,2,382000,9,6,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1568",32758107,1,20,2,239000,9,5,2,2,2,2,2,3,0,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1573",32776255,1,7,2,0,9,3,2,2,3,3,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581",32786688,1,20,2,162000,5,6,2,2,2,2,2,1,0,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1595",32802983,1,11,2,248000,8,4,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1596",32805413,1,8,2,343000,9,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1606",32827200,1,20,2,0,6,5,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1621",32845407,4,16,2,254000,5,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1631",32859775,1,13,2,364000,9,4,2,2,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1635",32865125,1,8,2,0,1,4,2,2,2,2,2,1,0,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1642",32871543,1,4,2,0,8,4,2,2,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1647",32876769,1,5,2,0,9,5,2,2,2,2,2,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1657",32883417,1,20,2,308000,9,5,2,2,2,2,2,3,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1666",32891676,1,16,2,183000,4,6,2,2,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1674",32908465,1,20,2,0,9,4,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1676",32909167,1,20,2,264000,7,6,2,2,3,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680",32911612,1,20,2,193000,9,5,2,2,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"1691",32921007,1,20,2,212000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696",32928525,1,10,2,199000,8,4,2,2,2,3,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699",32930992,1,8,2,161000,7,3,2,2,2,2,2,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1702",32933800,1,17,2,351000,8,5,2,2,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1732",32967011,1,20,2,307000,7,5,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
"1733",32968041,1,20,2,299000,9,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736",32970083,1,13,2,207000,8,4,2,2,2,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1738",32972059,1,20,2,0,5,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741",32973094,1,20,2,249000,9,4,2,2,2,3,3,1,0,15,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1742",32973190,1,20,2,0,9,4,2,2,2,2,2,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"1746",32980315,1,13,2,313000,9,3,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1750",32990159,1,12,2,0,6,4,2,2,2,2,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"1758",32996138,1,20,2,0,4,6,2,2,2,2,2,1,0,14,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"1759",33001598,1,20,2,0,9,4,2,2,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1769",33016918,1,20,2,0,8,7,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1783",33032356,1,20,2,197000,9,5,2,2,2,2,2,1,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1800",33045795,1,12,2,0,7,5,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1802",33045974,1,20,2,171000,5,5,2,2,2,2,2,1,0,5,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1811",33055322,1,12,2,187000,9,4,2,2,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"1815",33058424,1,20,2,202000,6,6,2,2,2,2,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1836",33074461,1,20,2,0,9,5,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1841",33084788,1,19,2,237000,9,4,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1846",33087032,2,14,2,179000,3,4,2,2,2,3,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1849",33087809,1,17,2,178000,7,6,2,2,2,2,2,1,0,5,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"1856",33096590,1,12,2,225000,8,3,2,3,3,2,2,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1859",33104402,2,20,1,0,6,5,2,2,2,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"1875",33126502,1,11,2,168000,8,3,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1890",33141512,1,20,2,172000,9,4,2,2,2,2,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"1891",33143456,1,20,2,211000,4,4,2,2,2,2,2,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1905",33153024,1,14,2,0,7,4,2,2,3,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
"1908",33154480,1,15,2,221000,9,4,2,2,2,2,2,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1915",33163958,1,17,2,0,9,4,2,2,2,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1935",33173028,1,20,2,293000,7,5,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1941",33181328,1,20,2,349000,9,6,2,2,2,2,2,1,1,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"1944",33182833,1,13,2,345000,9,4,2,2,2,2,2,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"1962",33202357,1,20,2,229000,5,7,2,2,2,2,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1965",33208851,1,11,2,328000,9,4,2,2,3,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"1966",33209038,1,14,2,334000,9,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1967",33210471,1,7,2,0,9,4,2,2,3,3,2,2,0,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"1968",33211045,1,6,2,0,8,3,2,2,2,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1972",33221526,1,20,2,449000,4,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1973",33225683,1,20,2,124000,9,5,2,2,2,2,2,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1974",33226287,1,12,2,113000,6,3,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1975",33227722,1,16,2,0,9,3,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1986",33234108,1,20,2,0,1,7,2,2,2,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990",33239539,1,20,2,125000,7,6,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1997",33242556,1,20,2,109000,3,6,2,2,2,2,2,1,0,8,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0
"1999",33246829,1,20,2,0,4,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2001",33247733,1,11,2,97000,6,5,2,2,2,3,2,3,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2004",33253245,1,8,2,0,6,7,2,2,2,2,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026",33275793,1,9,2,0,8,6,2,2,2,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2027",33276048,1,17,2,135000,6,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2035",33280908,1,20,2,160000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2038",33284060,1,20,2,170000,9,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2045",33289661,1,16,2,154000,7,5,2,2,2,2,2,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"2051",33299077,1,20,2,134000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2065",33313821,1,6,2,115000,8,3,2,3,3,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"2071",33320909,3,7,2,0,4,7,2,2,2,2,2,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"2074",33321699,1,20,2,110000,6,6,2,2,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2094",33366360,1,20,2,84000,5,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2099",33374981,1,20,2,114000,7,4,2,2,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2110",33387312,1,10,2,0,8,4,2,2,2,3,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"2113",33388231,1,16,2,0,9,4,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2120",33394575,1,19,2,136000,6,3,2,2,2,3,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2130",33403519,1,14,2,223000,7,5,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2135",33405041,1,13,2,0,9,4,2,2,2,3,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2141",33405851,1,20,2,271000,9,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2145",33406992,1,1,2,0,9,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2148",33411179,1,14,2,0,9,4,2,2,2,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2153",33414423,1,18,2,266000,9,5,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2157",33416622,1,19,2,0,6,5,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2177",33435429,1,20,2,106000,7,4,2,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2185",33444511,1,20,2,0,9,6,2,2,2,2,2,3,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2203",33460335,1,7,2,0,6,5,2,2,2,2,2,1,0,5,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"2204",33460771,1,14,2,0,9,5,2,2,2,2,2,3,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
"2211",33468695,1,13,2,132000,3,7,2,2,2,2,2,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2212",33469147,1,8,2,152000,4,6,2,2,2,2,2,1,0,7,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"2214",33471378,1,10,2,0,4,7,2,2,2,2,2,3,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2216",33471903,1,19,2,0,4,7,2,2,2,2,2,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2225",33480771,1,20,2,133000,8,5,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"2227",33483686,1,20,2,0,5,5,2,2,2,2,2,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2228",33483786,1,8,2,0,8,6,2,2,2,2,2,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2232",33486337,1,19,2,0,4,4,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2234",33487487,1,20,2,158000,6,4,2,2,2,2,2,2,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"2252",33503191,1,9,2,110000,3,7,2,2,2,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2255",33513307,2,20,2,0,1,7,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2259",33514889,1,16,2,176000,9,3,2,2,3,3,2,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"2260",33518312,1,20,2,245000,9,5,2,2,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"2266",33520297,1,3,2,0,9,4,2,2,2,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2267",33520384,1,20,2,231000,7,4,2,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2275",33526681,1,20,2,190000,6,7,2,2,2,2,2,1,0,14,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"2282",33542044,1,20,2,0,5,6,2,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"2283",33542565,3,5,2,0,9,2,2,2,2,2,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287",33544545,1,14,2,0,6,3,2,2,3,3,2,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"2288",33545029,1,3,2,0,9,4,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2291",33545765,1,14,2,239000,9,4,2,2,2,3,2,3,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"2294",33550550,1,20,2,187000,6,5,2,2,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"2301",33569001,1,17,2,193000,9,4,2,2,2,2,3,3,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"2305",33574005,1,5,2,0,9,3,2,2,2,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2322",33595971,1,13,2,171000,9,5,2,2,2,2,2,1,0,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"2329",33601713,1,12,2,176000,4,3,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"2330",33602694,1,17,2,0,6,5,2,2,2,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
